"TOACI1","Ridge","Ridge"
"TMSTAMP","RECNBR","BattV_Avg","BattV_Min","PTemp_C_Avg","AirTemp_C_Avg","RH","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS_Geonor_Avg","WS_Geonor_Std","WS_Geonor_Max","WS_Geonor_TMx","T109_C_Avg","Incident_SW_Avg","FluxDensity_Out_Avg","NetRadiation_Avg","NR_Uncor_Avg","Q_Avg","SnowDepth_Avg","Geonor_Depth_Average","Geonor_Depth_StdDev","T1_Depth_Average","T2_Depth_Average","T3_Depth_Average","T1_Depth_StdDev","T2_Depth_StdDev","T3_Depth_StdDev","T1_Freq","T2_Freq","T3_Freq","AirPressure"
"2016-02-26 03:45:00",720,12.09,12.08,11.52,-2.488,72.93,13.51,2.468,18.05,"2016-02-26 03:41:00",9.27,2.917,14.79,"2016-02-26 03:31:15",-2.691,0,-1.13366,-69.28554,-58.52264,216.3,3.069706,975.2447,1.462,981.6525,961.5648,982.5168,1.798,1.034,1.452,2842.794,2818.809,2844.744,78.56
"2016-02-26 04:00:00",721,12.09,12.08,11.47,-2.429,71.7,12.86,1.801,16.82,"2016-02-26 03:56:15",8.84,2.049,13.57,"2016-02-26 03:56:15",-2.667,0,-1.184206,-68.11954,-58.22498,209.4,3.07935,975.018,1.19,981.6531,961.1929,982.2079,1.45,0.924,1.136,2839.302,2819.43,2845.663,78.59
"2016-02-26 04:15:00",722,12.09,12.08,11.42,-2.529,71.05,12.08,2.199,16.55,"2016-02-26 04:03:45",8.41,2.447,15.59,"2016-02-26 04:12:45",-2.771,0,-1.083115,-64.42955,-55.92484,220.3,3.060766,975.0478,1.111,981.2672,961.0239,982.8523,1.361,1.079,0.827,2839.996,2819.129,2845.911,78.61
"2016-02-26 04:30:00",723,12.09,12.08,11.37,-2.338,67.65,10.18,2.945,14.9,"2016-02-26 04:23:30",7.398,2.576,12.61,"2016-02-26 04:23:45",-2.522,0,-1.379166,-67.67239,-60.80473,212,3.063747,975.2168,0.803,981.7201,961.166,982.7643,0.948,0.767,0.668,2839.837,2818.454,2845.888,78.61
"2016-02-26 04:45:00",724,12.09,12.08,11.32,-2.06,67.07,10.58,2.22,14.47,"2016-02-26 04:37:00",7.012,2.078,11.33,"2016-02-26 04:33:00",-2.286,0,-1.325011,-69.45292,-62.02245,214.4,3.054566,975.0311,0.694,981.1175,961.0831,982.8926,0.86,0.447,0.711,2839.129,2817.699,2845.978,78.6
"2016-02-26 05:00:00",725,12.09,12.08,11.28,-2.087,69.46,10.1,2.64,15.33,"2016-02-26 04:56:45",6.617,2.68,12.34,"2016-02-26 04:48:45",-2.333,0,-1.162544,-68.0686,-61.29633,203,3.056108,975.0439,0.939,981.6991,960.8065,982.6263,1.034,0.961,0.809,2839.613,2818.574,2845.72,78.59
"2016-02-26 05:15:00",726,12.1,12.08,11.24,-2.27,67.55,10.75,2.35,15.49,"2016-02-26 05:00:15",7.129,2.326,12.45,"2016-02-26 05:02:30",-2.445,0,-1.195037,-65.95468,-58.70304,202.9,3.083308,975.1421,0.98,981.8387,961.0997,982.4878,0.766,0.852,1.252,2838.812,2815.421,2842.602,78.54
"2016-02-26 05:30:00",727,12.09,12.08,11.24,-2.161,70.38,9.27,2.235,13.51,"2016-02-26 05:15:30",6.485,2.427,12.02,"2016-02-26 05:15:30",-2.393,0,-1.180595,-66.01369,-60.44844,208,3.059295,975.0934,0.799,981.6769,961.0219,982.5814,0.736,0.731,0.915,2840.074,2818.223,2844.666,78.56
"2016-02-26 05:45:00",728,12.09,12.08,11.62,-1.986,65.78,9.76,2.145,13.46,"2016-02-26 05:42:45",6.335,1.843,11.54,"2016-02-26 05:42:45",-2.091,0,-1.675218,-65.6322,-59.578,204.9,3.065465,975.2479,0.862,981.4701,961.2625,983.0112,0.697,0.508,1.218,2839.307,2819.015,2847.451,78.58
"2016-02-26 06:00:00",729,12.09,12.08,12.08,-1.806,65.98,11.05,1.853,15.11,"2016-02-26 05:55:15",7.521,1.832,11.65,"2016-02-26 05:51:15",-2.028,0,-1.166154,-63.52156,-56.19995,210.2,3.078257,975.0713,0.886,981.5482,960.7844,982.8813,0.862,0.913,0.881,2839.878,2818.146,2846.38,78.55
"2016-02-26 06:15:00",730,12.09,12.08,12.53,-1.497,65.29,10.42,2.173,14.31,"2016-02-26 06:14:45",7.194,2.275,12.18,"2016-02-26 06:08:15",-1.684,0,-1.389998,-64.59232,-57.89574,212.3,3.060313,975.4344,0.866,981.4896,961.4642,983.3493,0.652,0.871,1.033,2838.454,2819.572,2849.38,78.51
"2016-02-26 06:30:00",731,12.09,12.08,12.97,-1.507,68.6,11.1,2.279,14.85,"2016-02-26 06:21:00",7.309,1.958,10.79,"2016-02-26 06:30:00",-1.764,0,-0.9748035,-65.49731,-57.85064,203.9,3.066623,975.1984,1.273,981.5473,961.1595,982.8884,1.446,1.206,1.147,2834.232,2814.696,2842.709,78.49
"2016-02-26 06:45:00",732,12.09,12.08,13.37,-1.108,63.08,12.21,2.225,16.23,"2016-02-26 06:35:15",8.93,2.662,15.33,"2016-02-26 06:35:15",-1.286,0,-1.350283,-66.91071,-57.98594,204.2,3.06678,974.6011,1.42,981.5203,960.4893,981.7936,1.347,1.191,1.679,2836.761,2817.564,2845.256,78.49
"2016-02-26 07:00:00",733,12.1,12.08,13.46,-0.898,55.9,11.96,2.225,16.13,"2016-02-26 06:51:30",8.35,2.229,11.91,"2016-02-26 06:50:45",-1.029,0,-1.371946,-69.14684,-60.24548,206.4,3.076751,974.8603,0.967,981.0269,960.8149,982.7391,0.705,1.032,1.114,2838.532,2817.331,2845.281,78.5
"2016-02-26 07:15:00",734,12.1,12.08,13.29,-0.541,57.4,10.9,2.077,15.59,"2016-02-26 07:04:15",7.594,2.245,13.25,"2016-02-26 07:04:15",-0.791,0.003738291,-1.588569,-65.01801,-57.68828,209,3.067333,975.0493,0.818,981.6628,961.0188,982.4664,0.717,0.934,0.787,2839.597,2818.809,2845.046,78.49
"2016-02-26 07:30:00",735,12.1,12.08,13.16,-0.094,53.72,11.78,2.183,17.46,"2016-02-26 07:22:45",8.38,2.255,12.87,"2016-02-26 07:22:45",-0.277,3.431751,-5.101471,-66.24012,-57.84162,209.9,3.061145,975.2869,1.567,981.7948,961.3287,982.7374,1.932,1.546,1.116,2838.766,2818.712,2846.45,78.47
"2016-02-26 07:45:00",736,12.1,12.08,13.03,-0.035,51.78,10.09,2.36,14.21,"2016-02-26 07:33:00",6.763,2.239,12.07,"2016-02-26 07:33:00",-0.206,14.53074,-12.9685,-61.42257,-55.34304,205.3,3.064471,975.0444,0.784,981.2664,960.9678,982.8989,0.772,0.703,0.869,2838.412,2818.15,2845.621,78.51
"2016-02-26 08:00:00",737,12.1,12.08,12.9,-0.573,65.74,8.01,2.071,12.18,"2016-02-26 07:46:00",4.968,1.688,9.03,"2016-02-26 07:45:45",-0.813,28.35494,-26.34858,-60.34099,-56.62841,206.4,3.05146,975.1804,0.429,981.4678,961.1254,982.948,0.359,0.391,0.519,2839.653,2818.5,2846.002,78.52
"2016-02-26 08:15:00",738,12.09,12.08,12.76,-1.019,61.21,6.882,1.524,10.1,"2016-02-26 08:07:45",4.773,1.468,8.34,"2016-02-26 08:14:15",-1.088,49.12862,-49.11205,-56.46815,-54.26062,201.9,3.05056,975.0813,0.333,981.1597,960.8831,983.201,0.381,0.208,0.38,2838.443,2817.617,2845.919,78.53
"2016-02-26 08:30:00",739,12.1,12.08,12.65,-1.088,69.89,6.345,2.116,13.94,"2016-02-26 08:27:15",4.447,1.87,12.66,"2016-02-26 08:27:15",-1.016,114.4441,-110.4561,-53.43548,-51.72145,208.8,3.049277,975.342,0.51,981.1318,961.224,983.6703,0.353,0.528,0.615,2838.696,2818.366,2846.593,78.49
"2016-02-26 08:45:00",740,12.09,12.08,12.54,-1.182,73.43,6.674,2.018,11.17,"2016-02-26 08:40:30",4.899,1.382,8.82,"2016-02-26 08:41:15",-1.06,158.7278,-144.5598,-45.52596,-43.97316,207.9,3.050845,975.0513,0.583,981.328,960.7501,983.076,0.588,0.598,0.562,2838.848,2817.64,2845.539,78.53
"2016-02-26 09:00:00",741,12.09,12.08,12.45,-2.294,77.79,7.075,2.188,11.7,"2016-02-26 08:48:45",4.674,1.779,9.3,"2016-02-26 08:46:00",-2.443,112.8366,-86.76112,-41.30611,-39.49015,212.5,3.051685,975.2236,0.334,981.6375,961.0292,983.004,0.402,0.287,0.302,2839.241,2817.944,2846.073,78.58
"2016-02-26 09:15:00",742,12.09,12.08,12.37,-2.67,76.19,4.811,2.012,10.37,"2016-02-26 09:00:45",3.295,1.385,7.167,"2016-02-26 09:02:15",-2.665,104.5376,-77.80376,-41.21096,-40.59963,206.7,3.05068,975.1917,0.109,981.4357,960.9777,983.1616,0.114,0.124,0.084,2838.633,2817.747,2846.299,78.57
"2016-02-26 09:30:00",743,12.09,12.08,12.3,-2.353,75.51,4.877,1.747,9.94,"2016-02-26 09:25:00",3.281,0.95,5.727,"2016-02-26 09:18:30",-2.244,187.1501,-159.6403,-47.33048,-46.74234,206.2,3.051487,975.2319,0.294,981.201,960.8628,983.6321,0.303,0.285,0.293,2838.584,2818.036,2847.438,78.54
"2016-02-26 09:45:00",744,12.09,12.08,12.23,-2.13,75.98,5.365,1.849,9.78,"2016-02-26 09:40:00",3.555,1.459,9.94,"2016-02-26 09:39:45",-1.688,214.0471,-172.9807,-39.66083,-38.92188,211.8,3.05082,975.2444,0.184,981.3364,960.9235,983.4731,0.203,0.149,0.195,2839.407,2818.046,2846.037,78.53
"2016-02-26 10:00:00",745,12.09,12.08,12.17,-1.925,74.11,5.77,2.482,11.22,"2016-02-26 09:57:15",4.291,1.618,8.87,"2016-02-26 10:00:00",-1.468,260.2262,-204.5174,-24.75802,-24.21906,214.6,3.050742,975.23,0.547,980.9555,960.5497,984.1848,0.504,0.582,0.551,2839.088,2818.971,2848.962,78.45
"2016-02-26 10:15:00",746,12.09,12.08,12.12,-1.019,70.95,5.09,2.038,9.89,"2016-02-26 10:13:00",3.339,1.454,10.79,"2016-02-26 10:14:30",-0.17,449.3202,-347.095,5.906947,5.795437,212.6,3.055084,975.1987,0.398,980.8129,960.1531,984.6301,0.254,0.462,0.444,2838.347,2817.195,2848.037,78.49
"2016-02-26 10:30:00",747,12.09,12.08,12.07,-1.382,73.53,7.883,2.955,14.95,"2016-02-26 10:25:15",5.052,2.228,12.87,"2016-02-26 10:22:30",-1.158,490.961,-364.692,20.72733,19.25348,206.4,3.079021,975.1956,0.441,980.8101,960.0054,984.7714,0.406,0.378,0.524,2838.406,2816.668,2848.109,78.48
"2016-02-26 10:45:00",748,12.09,12.08,12.03,-1.736,74.14,9.26,2.675,14.1,"2016-02-26 10:37:00",6.142,2.529,12.87,"2016-02-26 10:31:30",-1.578,522.9047,-375.9095,50.6752,46.23722,209.7,3.063084,974.8232,0.886,980.6368,959.6957,984.1372,0.904,1.037,0.679,2838.466,2817.131,2847.782,78.43
"2016-02-26 11:00:00",749,12.09,12.08,12.01,-1.704,73.4,9.82,2.662,14.37,"2016-02-26 10:45:15",6.218,2.545,13.62,"2016-02-26 10:58:45",-1.489,552.6727,-383.8993,65.96669,59.48328,208.9,3.055606,975.1336,0.853,980.7356,959.7148,984.9506,0.6,0.833,1.063,2839.421,2816.966,2847.027,78.39
"2016-02-26 11:15:00",750,12.09,12.08,12,-1.587,73.57,11.53,3.272,17.73,"2016-02-26 11:13:15",6.844,2.93,14.31,"2016-02-26 11:11:45",-1.375,577.8427,-387.3219,70.64836,61.68871,211.4,3.078922,975.0211,1.263,981.1509,959.7155,984.197,1.304,0.746,1.591,2838.409,2816.746,2848.288,78.39
"2016-02-26 11:30:00",751,12.09,12.08,12,-1.558,73.67,12.75,3.056,20.45,"2016-02-26 11:26:00",7.691,3.181,17.57,"2016-02-26 11:26:00",-1.144,604.2574,-389.0188,76.55783,65.24715,223.6,3.071017,974.7662,1.713,980.2747,959.7407,984.2832,1.695,1.867,1.564,2836.61,2814.768,2847.937,78.39
"2016-02-26 11:45:00",752,12.09,12.08,12.02,-1.38,73.53,13.51,3.221,19.38,"2016-02-26 11:36:15",8.52,3.158,15.97,"2016-02-26 11:41:00",-0.876,640.8066,-387.4266,103.4618,87.36452,216.7,3.07334,975.9276,2.147,982.4435,960.8799,984.4591,2.503,1.69,2.171,2839.491,2816.741,2846.99,78.39
"2016-02-26 12:00:00",753,12.09,12.08,12.03,-1.272,73.33,14.35,2.949,19.91,"2016-02-26 11:48:45",9,2.696,15.97,"2016-02-26 11:55:15",-0.734,711.965,-382.0435,114.0081,94.5265,210.1,3.077176,975.0043,1.481,981.5161,959.3352,984.1617,1.452,1.365,1.616,2838.22,2815.522,2851.129,78.34
"2016-02-26 12:15:00",754,12.09,12.08,12.06,-0.888,72.55,15.07,2.688,21.09,"2016-02-26 12:04:15",9.15,2.691,16.13,"2016-02-26 12:04:15",-0.352,673.6924,-375.9528,130.0982,106.8661,211,3.07755,974.9521,1.932,980.9575,959.5948,984.3039,1.099,2.375,2.086,2839.399,2814.876,2847.988,78.36
"2016-02-26 12:30:00",755,12.09,12.08,12.08,-0.651,71.15,16.99,3.176,22.05,"2016-02-26 12:16:45",11.1,3.219,16.98,"2016-02-26 12:17:00",-0.242,667.7299,-367.2446,155.8667,123.7472,217.8,3.078128,974.5668,2.41,980.0765,958.7903,984.8338,2.228,2.394,2.595,2832.253,2811.406,2850.711,78.29
"2016-02-26 12:45:00",756,12.09,12.08,12.12,-0.296,70.33,18.34,2.862,23.33,"2016-02-26 12:43:30",12.03,3.321,18.69,"2016-02-26 12:37:30",-0.018,670.9,-355.6119,181.2081,141.0749,217.9,3.095751,975.1566,2.79,981.5226,959.7949,984.152,3.075,2.829,2.426,2837.591,2816.303,2850.587,78.29
"2016-02-26 13:00:00",757,12.09,12.08,12.15,0.132,68.05,15.95,2.499,19.86,"2016-02-26 12:46:30",10.33,2.919,15.97,"2016-02-26 12:46:30",0.452,670.3205,-339.6216,230.8836,187.4519,218,3.073747,974.9769,1.636,982.0532,958.9755,983.9019,1.859,1.338,1.667,2838.93,2814.701,2848.051,78.32
"2016-02-26 13:15:00",758,12.09,12.08,12.19,0.553,67.71,14.92,3.134,20.87,"2016-02-26 13:03:45",9.24,3.403,16.23,"2016-02-26 13:03:45",0.738,665.8644,-321.584,200.0742,165.8803,214.8,3.078524,974.9882,1.81,980.5364,959.1857,985.2425,2.224,1.322,1.77,2840.03,2814.613,2845.299,78.27
"2016-02-26 13:30:00",759,12.09,12.08,12.23,0.587,66.49,15.5,2.374,23.54,"2016-02-26 13:21:45",9.53,2.662,16.13,"2016-02-26 13:27:45",0.684,631.5843,-291.4951,189.276,154.6187,215.5,3.095569,974.7283,1.609,982.279,958.831,983.0751,1.215,2.011,1.5,2840.655,2816.073,2845.772,78.27
"2016-02-26 13:45:00",760,12.09,12.08,12.28,1.039,64.75,14.11,2.731,18.05,"2016-02-26 13:44:30",7.86,2.594,12.45,"2016-02-26 13:42:30",1.081,572.6202,-253.5067,163.3685,137.5706,219.4,3.094069,975.3342,1.379,982.1415,959.7611,984.0999,1.075,1.297,1.694,2839.658,2816.658,2846.363,78.25
"2016-02-26 14:00:00",761,12.09,12.08,12.32,0.955,63.8,14.89,2.626,19.97,"2016-02-26 13:51:00",9.19,2.838,15.27,"2016-02-26 13:51:15",0.907,429.9671,-187.5811,112.9121,94.071,213.6,3.081837,974.9033,1.583,982.5215,959.3596,982.8287,1.853,1.59,1.247,2836.811,2813.355,2843.73,78.25
"2016-02-26 14:15:00",762,12.09,12.08,12.37,1.446,61.65,13.31,2.265,18.42,"2016-02-26 14:13:30",7.143,2.509,14.37,"2016-02-26 14:13:30",1.416,506.7777,-210.6948,155.0486,131.6534,229,3.084732,974.7159,1.481,981.5236,959.2809,983.3433,1.617,0.959,1.746,2842.027,2816.481,2845.7,78.23
"2016-02-26 14:30:00",763,12.09,12.08,12.41,1.906,60.83,12.5,2.118,18.37,"2016-02-26 14:24:45",6.758,2.966,14.05,"2016-02-26 14:24:45",1.798,546.2316,-217.0923,180.2689,155.7146,219.1,3.081982,974.5967,1.279,982.184,959.1855,982.4203,1.212,1.108,1.486,2839.193,2813.81,2843.717,78.21
"2016-02-26 14:45:00",764,12.09,12.08,12.46,2.071,57.84,11.11,3.589,16.45,"2016-02-26 14:41:30",6.632,3.4,14.15,"2016-02-26 14:36:30",1.95,500.8787,-192.8703,164.6182,146.045,218.9,3.108884,974.9575,1.581,982.6349,959.6356,982.602,2.016,1.402,1.21,2839.923,2816.822,2846.631,78.24
"2016-02-26 15:00:00",765,12.09,12.08,12.51,1.963,59.51,10.58,2.605,17.19,"2016-02-26 14:58:45",6.332,2.223,10.74,"2016-02-26 14:47:15",1.866,349.0779,-144.993,90.16328,80.57687,222.9,3.091717,975.2469,1.126,982.1219,960.6329,982.9859,1.341,0.774,1.186,2839.726,2816.912,2845.943,78.24
"2016-02-26 15:15:00",766,12.1,12.08,12.56,2.002,56.2,11.16,3.092,16.45,"2016-02-26 15:01:15",6.964,3.182,15.43,"2016-02-26 15:13:15",2.056,414.2737,-172.0745,127.772,112.8103,216.1,3.077314,975.0244,1.314,982.8499,960.1844,982.0389,1.247,1.111,1.547,2840.416,2815.843,2845.961,78.23
"2016-02-26 15:30:00",767,12.1,12.08,12.62,2.826,54.43,10.26,3.094,18.15,"2016-02-26 15:23:45",5.656,2.572,13.62,"2016-02-26 15:17:00",2.822,511.1291,-177.0749,173.5814,155.7642,210.7,3.102048,974.8894,0.469,982.9449,958.9153,982.8082,0.506,0.429,0.468,2841.99,2816.41,2845.703,78.19
"2016-02-26 15:45:00",768,12.1,12.08,12.67,2.806,54.26,12.25,3.4,18.74,"2016-02-26 15:40:45",7.636,3.256,15.59,"2016-02-26 15:45:00",2.589,437.6567,-138.2741,151.373,130.9408,214.2,3.109807,974.7896,1.679,983.0568,958.9529,982.3589,1.319,1.892,1.77,2845.072,2821.272,2843.69,78.14
"2016-02-26 16:00:00",769,12.1,12.08,12.72,2.791,53.11,11.68,3.328,18.63,"2016-02-26 15:52:00",6.367,2.092,12.13,"2016-02-26 15:45:15",2.509,394.8234,-120.7059,115.1576,100.8902,220.4,3.102582,974.9724,0.813,982.8235,959.5244,982.5693,0.71,0.705,0.991,2841.215,2815.664,2845.285,78.16
"2016-02-26 16:15:00",770,12.1,12.08,12.79,2.945,52.15,11.2,2.876,16.77,"2016-02-26 16:14:15",6.448,2.904,13.89,"2016-02-26 16:03:45",2.618,352.0872,-104.5639,98.49722,86.8639,213,3.083457,974.876,1.126,983.1089,959.1302,982.3891,1.211,0.917,1.222,2840.758,2815.827,2846.721,78.18
"2016-02-26 16:30:00",771,12.1,12.08,12.86,3.013,52.77,11.13,3.069,16.5,"2016-02-26 16:16:30",6.081,2.582,14.47,"2016-02-26 16:16:30",2.593,307.9679,-88.4219,71.38715,63.35743,214.7,3.087905,974.8403,1.144,982.6252,959.1837,982.7123,1.01,0.877,1.461,2841.304,2816.551,2843.849,78.12
"2016-02-26 16:45:00",772,12.1,12.08,12.93,2.975,53.99,11.38,3.866,19.27,"2016-02-26 16:43:45",5.873,2.797,12.02,"2016-02-26 16:45:00",2.564,260.9926,-72.44956,51.3803,45.39383,218.4,3.08664,975.1818,1.219,983.0507,959.864,982.6307,1.233,0.738,1.548,2841.651,2816.386,2846.468,78.12
"2016-02-26 17:00:00",773,12.1,12.08,13,2.895,52.15,9.15,2.413,13.73,"2016-02-26 16:46:00",5.03,2.307,11.27,"2016-02-26 16:46:15",2.534,217.2059,-58.5207,27.31653,25.09402,209.7,3.096444,974.8788,0.46,983.2306,959.4464,981.9595,0.577,0.326,0.441,2839.283,2815.605,2845.994,78.09
"2016-02-26 17:15:00",774,12.1,12.08,13.06,2.757,53.69,8.99,3.04,15.22,"2016-02-26 17:09:00",5.498,2.276,11.01,"2016-02-26 17:10:15",2.432,174.5184,-44.58101,8.629224,7.942229,210.4,3.085804,975.0291,0.865,982.916,959.9001,982.2711,1.065,0.248,1.023,2841.488,2816.759,2845.341,78.1
"2016-02-26 17:30:00",775,12.1,12.08,13.12,2.643,54.71,9.08,2.088,15.59,"2016-02-26 17:18:45",5.505,2.122,10.95,"2016-02-26 17:19:00",2.493,117.4721,-30.85073,-14.90831,-13.68806,211,3.100929,974.9532,0.404,982.746,960.0135,982.1001,0.456,0.314,0.428,2840.277,2817.038,2844.548,78.08
"2016-02-26 17:45:00",776,12.1,12.08,13.18,2.453,55.97,8.86,2.692,14.15,"2016-02-26 17:41:00",5.732,2.58,12.29,"2016-02-26 17:41:00",2.497,76.81067,-21.5576,-36.18934,-33.32038,217.2,3.082917,974.7022,0.769,981.9839,959.8534,982.2693,0.688,1.026,0.497,2839.604,2817.551,2845.764,78.06
"2016-02-26 18:00:00",777,12.1,12.08,13.24,2.101,59.81,9.25,2.419,13.3,"2016-02-26 17:53:15",6.158,2.055,10.1,"2016-02-26 18:00:00",1.914,17.58492,-9.661386,-64.14706,-58.7752,212.4,3.087035,975.0687,0.72,981.6265,960.9621,982.6173,0.851,0.706,0.578,2839.053,2819.571,2846.789,78.02
"2016-02-26 18:15:00",778,12.1,12.09,13.28,1.849,60.39,7.67,2.788,14.42,"2016-02-26 18:08:30",4.393,1.971,9.19,"2016-02-26 18:01:00",1.572,3.52147,-4.610459,-65.62798,-61.72479,212.9,3.071395,975.0158,0.261,981.6731,960.7544,982.6199,0.274,0.202,0.298,2839.617,2817.623,2845.295,78.04
"2016-02-26 18:30:00",779,12.1,12.08,13.31,1.634,61.62,7.691,2.985,15.22,"2016-02-26 18:28:15",4.129,2.027,9.78,"2016-02-26 18:15:45",1.32,0.1009339,-2.462281,-70.29845,-66.11759,207.4,3.082441,975.0063,0.472,981.52,960.7263,982.7728,0.518,0.3,0.557,2839.282,2817.584,2845.824,77.98
"2016-02-26 18:45:00",780,12.1,12.08,13.33,1.459,62.2,9.21,2.861,14.53,"2016-02-26 18:37:00",5.375,2.618,11.86,"2016-02-26 18:33:45",1.175,0,-1.5994,-71.23811,-65.21107,211.8,3.080714,975.0269,0.705,981.5454,960.6965,982.8386,0.573,0.549,0.927,2840.476,2819.995,2848.759,77.98
"2016-02-26 19:00:00",781,12.1,12.08,13.35,1.353,62.2,9.63,2.72,15.54,"2016-02-26 18:48:15",5.546,1.878,9.73,"2016-02-26 18:56:00",1.094,0,-1.534413,-70.05851,-63.73628,209.7,3.09589,975.179,0.808,981.5806,961.0527,982.9039,0.731,0.934,0.742,2839.507,2817.48,2845.13,77.99
"2016-02-26 19:15:00",782,12.1,12.09,13.35,1.281,62.91,9.6,2.492,15.01,"2016-02-26 19:02:15",6.041,3.007,13.35,"2016-02-26 19:02:15",1.046,0,-1.444153,-67.0005,-60.93553,207.2,3.075269,975.2833,0.748,981.6555,961.206,982.9884,0.544,0.698,0.947,2839.855,2818.748,2845.837,77.97
"2016-02-26 19:30:00",783,12.1,12.08,13.34,1.153,62.43,8.61,3.129,17.09,"2016-02-26 19:25:15",5.326,2.207,10.26,"2016-02-26 19:21:15",0.904,0,-1.3214,-66.39724,-61.49928,206.9,3.081085,975.1885,0.576,981.6887,961.0708,982.8062,0.539,0.424,0.724,2839.444,2817.745,2845.75,77.95
"2016-02-26 19:45:00",784,12.1,12.08,13.33,1.052,63.76,7.56,2.691,13.78,"2016-02-26 19:39:15",4.458,2.362,10.1,"2016-02-26 19:39:15",0.766,0,-1.350283,-59.52455,-56.23603,207.9,3.064734,975.1053,0.281,981.6746,960.873,982.7684,0.227,0.198,0.382,2839.393,2818.41,2846.106,77.93
"2016-02-26 20:00:00",785,12.1,12.09,13.32,0.941,63.59,7.805,2.414,14.05,"2016-02-26 19:54:45",5.392,2.489,13.03,"2016-02-26 19:54:45",0.689,0,-1.433322,-60.85899,-57.31845,202.9,3.079721,975.0654,0.299,981.5908,960.7871,982.8185,0.25,0.359,0.278,2839.53,2818.254,2846.284,77.92
"2016-02-26 20:15:00",786,12.1,12.09,13.3,0.83,62.57,8.5,3.008,15.59,"2016-02-26 20:04:00",5.291,2.387,12.18,"2016-02-26 20:04:00",0.577,0,-1.335842,-61.66094,-57.27786,205.3,3.074945,975.1399,0.416,981.6431,960.9142,982.8622,0.318,0.549,0.34,2840.156,2817.263,2845.983,77.91
"2016-02-26 20:30:00",787,12.1,12.08,13.28,0.842,62.3,9.45,2.85,17.25,"2016-02-26 20:22:45",6.774,2.989,14.85,"2016-02-26 20:23:00",0.625,0,-1.400829,-65.88415,-59.98841,208.2,3.08967,975.354,0.984,982.1522,961.3204,982.5894,0.918,0.773,1.209,2838.847,2817.559,2846.345,77.9
"2016-02-26 20:45:00",788,12.1,12.08,13.26,0.868,61.75,9.95,3.236,15.97,"2016-02-26 20:39:00",6.94,2.631,13.73,"2016-02-26 20:39:00",0.676,0,-1.303348,-65.27777,-58.84285,210.4,3.100915,974.9449,1.196,981.5747,960.6094,982.6507,1.64,1.098,0.628,2839.479,2816.347,2845.083,77.86
"2016-02-26 21:00:00",789,12.1,12.08,13.23,0.827,61.72,8.58,3.486,17.19,"2016-02-26 20:59:30",4.816,2.181,10.79,"2016-02-26 20:59:45",0.614,0,-1.364725,-64.66606,-59.8035,200.1,3.072142,974.9861,0.966,981.5093,960.6049,982.8442,0.81,0.846,1.194,2839.842,2815.625,2842.582,77.81
"2016-02-26 21:15:00",790,12.1,12.08,13.21,0.931,60.05,9.76,2.845,15.43,"2016-02-26 21:14:45",5.969,2.695,11.38,"2016-02-26 21:12:30",0.705,0,-1.50553,-64.78934,-58.77971,204.3,3.076163,975.4287,1.063,981.5559,961.3166,983.4135,1.005,1.024,1.155,2841.169,2817.97,2846.563,77.81
"2016-02-26 21:30:00",791,12.1,12.08,13.18,0.861,60.9,8.53,2.75,13.78,"2016-02-26 21:19:30",5.192,1.832,10.05,"2016-02-26 21:24:45",0.581,0,-1.263634,-61.79789,-57.30943,203.7,3.063382,975.0837,0.4,981.6185,960.8648,982.7677,0.464,0.224,0.463,2838.76,2818.158,2846.515,77.83
"2016-02-26 21:45:00",792,12.1,12.08,13.16,0.706,61.21,8.31,2.607,15.81,"2016-02-26 21:40:30",5.373,2.274,14.53,"2016-02-26 21:40:30",0.472,0,-1.292517,-59.24307,-55.16264,196.2,3.090083,975.2452,0.831,981.7284,961.0949,982.9123,0.888,0.869,0.728,2839.387,2817.617,2844.43,77.81
"2016-02-26 22:00:00",793,12.1,12.08,13.13,0.695,61.11,8.33,2.809,15.06,"2016-02-26 21:58:15",5.149,2.303,10.58,"2016-02-26 21:58:30",0.456,0,-1.191427,-55.00446,-51.21633,200,3.078011,974.7717,0.844,981.5383,960.4004,982.3765,0.861,1.014,0.606,2839.511,2818.006,2845.87,77.81
"2016-02-26 22:15:00",794,12.1,12.09,13.11,0.573,61.79,6.201,2.066,13.3,"2016-02-26 22:05:00",3.905,1.495,8.02,"2016-02-26 22:11:45",0.32,0,-1.043401,-45.80421,-44.27082,185.2,3.079324,974.9351,0.428,981.5964,960.6718,982.5371,0.396,0.399,0.483,2838.956,2817.39,2845.778,77.8
"2016-02-26 22:30:00",795,12.1,12.09,13.08,0.591,62.26,6.381,2.104,11.38,"2016-02-26 22:16:30",3.952,1.652,8.71,"2016-02-26 22:16:15",0.355,0,-1.028959,-47.15062,-45.61482,191.1,3.081943,975.1018,0.127,981.6292,960.8693,982.8068,0.132,0.126,0.124,2839.145,2817.681,2845.884,77.77
"2016-02-26 22:45:00",796,12.1,12.08,13.05,0.698,62.26,6.718,2.382,11.11,"2016-02-26 22:45:00",4.14,1.797,9.41,"2016-02-26 22:44:00",0.522,0,-1.299738,-42.64319,-40.78454,193.8,3.079573,975.1104,0.334,981.5942,960.8713,982.8657,0.33,0.21,0.426,2840.145,2817.88,2845.425,77.72
