"TOACI1","Ridge","Ridge"
"TMSTAMP","RECNBR","BattV_Avg","BattV_Min","PTemp_C_Avg","AirTemp_C_Avg","RH","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS_Geonor_Avg","WS_Geonor_Std","WS_Geonor_Max","WS_Geonor_TMx","T109_C_Avg","Incident_SW_Avg","FluxDensity_Out_Avg","NetRadiation_Avg","NR_Uncor_Avg","Q_Avg","SnowDepth_Avg","Geonor_Depth_Average","Geonor_Depth_StdDev","T1_Depth_Average","T2_Depth_Average","T3_Depth_Average","T1_Depth_StdDev","T2_Depth_StdDev","T3_Depth_StdDev","T1_Freq","T2_Freq","T3_Freq","AirPressure"
"2016-02-18 15:45:00",2,12.1,12.09,11.9,-4.806,89.8,15.09,5.555,24.87,"2016-02-18 15:42:00",10.24,5.331,20.98,"2016-02-18 15:33:15",-4.532,162.6608,-88.82999,37.7411,30.91205,196.3,3.091966,956.4118,3.034,961.5317,942.9575,964.746,3.725,3.346,1.593,2817.543,2796.58,2822.814,76.05
"2016-02-18 16:00:00",3,12.1,12.09,11.87,-4.746,90.8,12.67,3.758,20.93,"2016-02-18 15:57:30",8.02,2.96,18.95,"2016-02-18 15:57:30",-4.543,142.4812,-77.48965,32.38366,27.84967,205.5,3.06831,957.3148,1.417,963.1678,944.3699,964.4064,1.496,1.36,1.392,2819.176,2797.222,2823.658,76.05
"2016-02-18 16:15:00",4,12.1,12.09,11.85,-4.838,89.5,12.61,4.462,22.26,"2016-02-18 16:06:30",8.16,3.949,20.23,"2016-02-18 16:06:30",-4.625,126.7318,-69.6804,30.70873,26.28918,195.8,3.054782,956.1313,1.212,962.4591,942.408,963.5269,0.885,1.199,1.478,2815.049,2794.83,2822.073,76.12
"2016-02-18 16:30:00",5,12.1,12.09,11.81,-4.804,88.7,11.68,3.483,20.02,"2016-02-18 16:16:15",6.281,2.379,11.7,"2016-02-18 16:22:15",-4.542,151.9129,-81.68492,38.8066,33.9563,195.5,3.055602,956.8017,0.779,962.9059,943.3004,964.1987,0.904,0.443,0.898,2820.213,2796.978,2820.647,76.08
"2016-02-18 16:45:00",6,12.1,12.09,11.78,-4.85,88.2,12.39,3.609,20.45,"2016-02-18 16:39:30",7.291,3.143,15.11,"2016-02-18 16:43:00",-4.713,92.15262,-50.60313,20.92511,18.04027,196.2,2.999333,956.8174,1.557,963.2173,943.8387,963.3963,1.481,1.315,1.83,2815.87,2798.408,2825.456,76.06
"2016-02-18 17:00:00",7,12.1,12.09,11.74,-4.995,88.6,11.46,3.782,20.71,"2016-02-18 16:59:45",6.87,3.75,14.69,"2016-02-18 17:00:00",-4.926,53.59214,-29.51488,7.73507,6.787652,195,3.0762,957.2441,1.217,963.7338,943.8101,964.1887,1.49,0.578,1.374,2819.185,2796.547,2820.685,76.02
"2016-02-18 17:15:00",8,12.1,12.09,11.7,-5.073,86,12.52,4.196,21.73,"2016-02-18 17:03:15",7.153,3.349,17.3,"2016-02-18 17:00:15",-4.99,58.10052,-31.84719,6.854441,5.930739,198,3.061521,956.8125,1.089,962.2767,943.3466,964.8143,1.078,1.21,0.965,2817.073,2798.681,2825.395,76.12
"2016-02-18 17:30:00",9,12.1,12.09,11.67,-5.001,84.6,10.24,3.071,17.89,"2016-02-18 17:22:30",6,2.97,14.53,"2016-02-18 17:27:15",-4.927,48.74732,-27.37754,3.962728,3.540403,192.8,3.061337,957.0913,0.783,962.7814,943.7722,964.7202,0.847,0.57,0.893,2817.455,2797.512,2824.196,76.23
"2016-02-18 17:45:00",10,12.1,12.09,11.63,-4.991,85,9.76,2.897,16.98,"2016-02-18 17:43:15",6.272,2.761,15.01,"2016-02-18 17:44:00",-4.973,30.60539,-17.29735,-0.4558744,-0.4194363,192.3,3.06022,957.2898,1.604,962.248,944.2094,965.4118,1.491,1.58,1.733,2818.722,2798.344,2823.986,76.18
"2016-02-18 18:00:00",11,12.1,12.09,11.59,-5.087,85.7,10.83,3.16,18.1,"2016-02-18 17:47:30",6.939,2.748,14.85,"2016-02-18 17:55:30",-5.119,6.915839,-4.354123,-6.921946,-6.106631,196.6,3.054489,957.4977,1.016,963.3589,944.1636,964.9707,0.64,1.401,0.852,2817.264,2796.918,2823.872,76.23
"2016-02-18 18:15:00",12,12.1,12.09,11.55,-5.146,83,10.03,4.005,19.43,"2016-02-18 18:07:45",6.319,3.461,16.23,"2016-02-18 18:14:30",-5.205,1.92522,-1.548854,-7.345855,-6.566658,193.3,3.049099,957.471,1.198,962.8282,944.1372,965.4476,0.884,0.921,1.635,2818.382,2798.242,2826.29,76.22
"2016-02-18 18:30:00",13,12.1,12.09,11.5,-5.159,81.5,9.93,3.259,15.86,"2016-02-18 18:22:30",5.04,2.303,12.39,"2016-02-18 18:28:45",-5.197,0.1383168,-0.4512979,-8.341844,-7.531813,192.5,3.05497,957.3657,0.655,963.4596,944.0476,964.5898,0.588,0.714,0.657,2817.07,2797.694,2824.579,76.28
"2016-02-18 18:45:00",14,12.1,12.09,11.45,-5.168,79.87,10.76,3.856,19.06,"2016-02-18 18:40:00",6.939,2.815,13.67,"2016-02-18 18:31:45",-5.232,0.0411212,-0.3032722,-7.347519,-6.530578,191.6,3.057456,957.282,0.993,963.5646,943.8077,964.4737,0.886,1.038,1.046,2817.491,2797.221,2823.937,76.31
"2016-02-18 19:00:00",15,12.1,12.09,11.41,-5.23,77.66,9.04,2.899,17.51,"2016-02-18 18:47:30",6.059,2.48,12.87,"2016-02-18 18:50:00",-5.304,0.007476583,-0.3429864,-12.50189,-11.54126,190.2,3.058228,957.1086,0.669,963.3358,943.7609,964.2293,0.605,0.598,0.787,2816.714,2797.032,2824.269,76.32
"2016-02-18 19:15:00",16,12.1,12.09,11.36,-5.379,76.4,10.67,5.091,24.66,"2016-02-18 19:10:30",5.187,2.062,10.9,"2016-02-18 19:02:00",-5.483,0.003738291,-0.3538176,-11.95683,-10.65278,189.4,3.052475,957.0581,0.848,963.0999,943.6511,964.4232,0.768,0.666,1.06,2817.251,2797.078,2824.3,76.29
"2016-02-18 19:30:00",17,12.1,12.09,11.32,-5.475,74.26,11.22,4.743,19.91,"2016-02-18 19:22:30",5.735,2.801,14.37,"2016-02-18 19:28:00",-5.574,0.01121487,-0.5307264,-18.47656,-16.06937,194.3,3.052691,957.3052,1.172,963.0513,943.8464,965.018,1.235,1.047,1.225,2818.771,2794.973,2820.871,76.3
"2016-02-18 19:45:00",18,12.1,12.09,11.26,-5.399,76.85,12.01,4.014,19.97,"2016-02-18 19:37:30",7.696,3.395,16.66,"2016-02-18 19:43:00",-5.49,0.02242975,-0.5632198,-13.5343,-11.71265,194,3.072153,957.6179,1.45,962.7293,944.7343,965.3902,1.243,1.402,1.673,2816.555,2795.956,2823.653,76.31
"2016-02-18 20:00:00",19,12.1,12.09,11.51,-5.522,83.4,11.08,3.187,19.27,"2016-02-18 19:53:00",7.075,2.561,14.53,"2016-02-18 19:53:00",-5.643,0.02616804,-0.2779995,-5.400798,-4.821262,190.7,3.065484,957.3152,1.304,963.5129,943.8687,964.5643,0.849,0.753,1.952,2816.953,2797.699,2824.953,76.37
"2016-02-18 20:15:00",20,12.1,12.09,11.95,-5.99,92,10.38,3.537,18.42,"2016-02-18 20:06:30",5.964,3.474,15.59,"2016-02-18 20:06:45",-6.111,0.007476583,-0.05054537,-5.246656,-4.708511,190.1,3.053096,957.6352,0.412,963.575,944.2344,965.0961,0.347,0.495,0.38,2816.582,2799.695,2825.954,76.38
"2016-02-18 20:30:00",21,12.1,12.09,12.38,-5.791,81.4,12.2,4.221,20.5,"2016-02-18 20:17:00",7.78,3.312,16.61,"2016-02-18 20:26:15",-5.802,0.09719557,-0.5126745,-11.14564,-9.615464,192.3,3.058517,958.1067,1.454,964.0763,944.6492,965.5945,1.381,1.609,1.359,2818.279,2797.112,2823.934,76.39
"2016-02-18 20:45:00",22,12.1,12.09,12.81,-5.667,80.6,11.83,3.42,18.42,"2016-02-18 20:31:30",6.756,2.934,15.86,"2016-02-18 20:38:30",-5.742,0.02990633,-0.3935318,-7.164479,-6.232913,189.8,3.05354,957.5156,1.127,963.9175,943.848,964.7813,1.032,0.786,1.458,2818.018,2797.906,2824.463,76.4
"2016-02-18 21:00:00",23,12.1,12.09,13.21,-5.529,77.51,11.41,3.322,18.85,"2016-02-18 20:51:30",6.13,2.998,15.43,"2016-02-18 20:55:30",-5.6,0.003738291,-0.4729603,-11.30146,-9.962739,189.4,3.063844,957.8828,1.133,963.5488,944.4127,965.6867,1.106,0.888,1.357,2817.098,2799.211,2828.394,76.4
"2016-02-18 21:15:00",24,12.1,12.09,13.52,-5.378,74.45,9.62,3.25,20.55,"2016-02-18 21:03:45",5.654,2.494,12.61,"2016-02-18 21:08:15",-5.466,0.02990633,-0.5343367,-14.21303,-12.94841,186.5,3.053475,957.6587,0.786,963.4695,944.1096,965.3971,0.469,0.295,1.243,2818.059,2797.297,2824.284,76.42
"2016-02-18 21:30:00",25,12.1,12.09,13.4,-5.412,77.31,10.22,4.296,18.74,"2016-02-18 21:17:45",5.256,2.152,10.31,"2016-02-18 21:27:00",-5.544,0,-0.3141033,-9.15054,-8.176753,186.4,3.053774,957.8205,0.643,963.7336,944.4725,965.2554,0.562,0.64,0.718,2818.592,2797.619,2824,76.43
"2016-02-18 21:45:00",26,12.1,12.09,13.25,-5.449,73.6,10.77,4.043,18.79,"2016-02-18 21:40:30",6.288,2.925,14.95,"2016-02-18 21:41:00",-5.526,0.02242975,-0.3357657,-10.36266,-9.272699,187.4,3.055676,957.7686,1.157,964.056,944.2878,964.9617,1.45,1.159,0.756,2818.261,2797.428,2824.266,76.42
"2016-02-18 22:00:00",27,12.1,12.09,13.1,-5.353,74.59,10.8,3.265,19.59,"2016-02-18 21:46:45",7.251,2.757,16.66,"2016-02-18 21:46:45",-5.453,0.003738291,-0.339376,-10.20857,-9.047195,189.1,3.063253,957.5457,0.823,963.3352,943.9927,965.3094,1.061,0.597,0.741,2817.94,2798.064,2825.369,76.42
"2016-02-18 22:15:00",28,12.1,12.09,12.95,-5.385,76.73,11.62,3.905,18.85,"2016-02-18 22:12:30",6.933,3.371,15.54,"2016-02-18 22:12:30",-5.48,0.003738291,-0.2852203,-11.14819,-9.610953,191.4,3.062396,957.8084,0.994,963.5731,944.325,965.5272,0.948,0.716,1.245,2818.503,2798.092,2824.313,76.42
"2016-02-18 22:30:00",29,12.1,12.09,12.79,-5.45,76.83,11.06,3.349,17.83,"2016-02-18 22:20:15",5.657,2.985,12.13,"2016-02-18 22:21:45",-5.561,0,-0.3465968,-10.49474,-9.141907,181.5,3.05628,957.6694,0.887,963.8566,944.231,964.9207,0.795,0.803,1.041,2818.057,2797.806,2824.784,76.46
"2016-02-18 22:45:00",30,12.1,12.09,12.63,-5.506,75.44,15.08,3.609,22.1,"2016-02-18 22:38:00",5.678,3.248,14.42,"2016-02-18 22:41:15",-5.611,0,-0.2816099,-11.72653,-9.701156,183.1,3.010923,957.7476,1.942,963.6952,944.0672,965.4805,2.078,2.082,1.631,2813.771,2793.768,2824.347,76.44
"2016-02-18 23:00:00",31,12.1,12.09,12.49,-5.519,78.4,18.26,3.126,25.73,"2016-02-18 22:48:45",10.82,3.549,19.27,"2016-02-18 22:48:45",-5.616,0,-0.2563372,-1.093176,-0.8524028,190.3,3.026456,958.2566,2.144,963.3724,944.9952,966.402,2.383,1.996,2.032,2818.308,2801.385,2825.344,76.39
"2016-02-18 23:15:00",32,12.1,12.09,12.37,-5.542,77.86,16.57,3.24,23.11,"2016-02-18 23:03:15",8.49,3.203,16.45,"2016-02-18 23:03:00",-5.638,0,-0.2671684,-5.625988,-4.537128,190.4,3.078686,957.4014,1.714,963.5964,944.1832,964.4246,1.579,1.803,1.753,2817.916,2797.577,2824.474,76.48
"2016-02-18 23:30:00",33,12.1,12.09,12.25,-5.557,77.21,16.02,4.166,27.54,"2016-02-18 23:19:00",6.557,2.99,14.63,"2016-02-18 23:17:30",-5.631,0.007476583,-0.3141033,-7.156404,-5.804457,193.1,3.056096,958.1577,1.44,964.1296,945.2781,965.0652,1.373,1.568,1.369,2816.489,2799.721,2826.851,76.42
"2016-02-18 23:45:00",34,12.1,12.08,12.13,-5.546,80.8,18.44,3.581,25.03,"2016-02-18 23:44:30",10.25,3.464,17.41,"2016-02-18 23:39:00",-5.635,0.02990633,-0.2599476,-3.294021,-2.602309,194.9,3.081513,958.0762,2.208,964.5109,945.139,964.5786,2.899,1.657,1.865,2819.147,2798.408,2821.403,76.39
"2016-02-19 00:00:00",35,12.1,12.09,12.02,-5.634,81.3,15.3,3.634,22.15,"2016-02-18 23:45:15",7.635,3.021,15.7,"2016-02-18 23:53:45",-5.724,0.01495317,-0.2346749,-4.363357,-3.553933,186.2,3.066909,958.2435,1.255,964.0172,945.0504,965.6629,1.507,1.013,1.196,2817.939,2797.193,2824.561,76.51
"2016-02-19 00:15:00",36,12.1,12.08,11.92,-5.685,79.73,15.04,3.782,22.1,"2016-02-19 00:10:45",8.11,3.016,15.33,"2016-02-19 00:13:00",-5.773,0,-0.2418957,-5.152717,-4.239464,192.8,3.075205,957.782,1.926,964.25,944.1705,964.9256,1.126,1.953,2.459,2819.495,2798.062,2823.881,76.51
"2016-02-19 00:30:00",37,12.1,12.08,11.83,-5.708,79.18,17.36,4.551,28.29,"2016-02-19 00:22:15",9.72,3.697,18.31,"2016-02-19 00:23:45",-5.795,0,-0.2491165,-6.617777,-5.218148,189.1,3.086321,957.5454,1.969,964.3636,943.8141,964.4586,1.701,2.236,1.932,2821.096,2791.18,2817.245,76.49
"2016-02-19 00:45:00",38,12.1,12.08,11.74,-5.715,78.85,17.72,4.464,28.98,"2016-02-19 00:38:30",9.68,4.68,21.51,"2016-02-19 00:38:45",-5.791,0.01495317,-0.2816099,-6.80836,-5.398551,188.3,3.008216,957.7133,1.365,963.9396,944.5047,964.6956,1.662,1.248,1.128,2820.676,2795.581,2821.122,76.5
"2016-02-19 01:00:00",39,12.1,12.08,11.64,-5.686,77.66,15.95,5.59,27.17,"2016-02-19 00:50:15",7.476,3.775,19.43,"2016-02-19 00:59:45",-5.752,0.01869146,-0.3357657,-6.585642,-5.362471,190.8,3.071443,958.3315,1.9,963.7203,945.0532,966.2211,2.134,2.203,1.195,2818.99,2802.795,2829.657,76.51
"2016-02-19 01:15:00",40,12.1,12.08,11.55,-5.641,79.56,15.38,4.204,27.06,"2016-02-19 01:02:45",6.264,3.067,16.87,"2016-02-19 01:12:15",-5.711,0.007476583,-0.3465968,-5.792346,-4.843812,185.1,3.065957,958.4697,1.65,964.8673,945.004,965.5377,1.736,1.93,1.197,2818.781,2799.159,2826.931,76.62
"2016-02-19 01:30:00",41,12.1,12.09,11.47,-5.63,81.3,13.25,5.01,24.87,"2016-02-19 01:28:45",4.632,2.22,13.41,"2016-02-19 01:29:00",-5.733,0,-0.2202334,-6.348242,-5.403061,181.5,3.051159,958.8139,1.803,964.9477,945.6178,965.8762,1.556,2.13,1.671,2818.986,2797.896,2825.449,76.65
"2016-02-19 01:45:00",42,12.1,12.08,11.39,-5.587,77.83,19.61,3.606,26.1,"2016-02-19 01:34:30",9.32,4.874,19.7,"2016-02-19 01:43:15",-5.643,0.06728924,-0.3177137,-4.386734,-3.414121,192.5,3.068082,958.4985,2.843,965.2315,945.514,964.7498,3.607,1.832,2.806,2812.528,2795.315,2825.922,76.65
"2016-02-19 02:00:00",43,12.1,12.08,11.31,-5.54,82.8,17.56,4.06,26.31,"2016-02-19 01:45:30",9.14,3.812,18.53,"2016-02-19 01:49:30",-5.632,0.02990633,-0.2382853,-4.613604,-3.680215,196,3.073976,957.9056,1.536,963.6567,944.0939,965.9661,1.666,1.215,1.68,2818.325,2798.013,2825.32,76.69
"2016-02-19 02:15:00",44,12.1,12.08,11.25,-5.567,80.6,15.08,3.611,21.89,"2016-02-19 02:15:00",7.731,4.124,17.3,"2016-02-19 02:07:15",-5.628,0.04485949,-0.3249345,-6.594451,-5.457182,194,3.070656,957.9282,2.231,964.022,944.0447,965.7178,2.598,1.691,2.308,2811.868,2800.307,2831.307,76.64
"2016-02-19 02:30:00",45,12.1,12.08,11.24,-5.614,82.4,19.51,4.285,28.02,"2016-02-19 02:29:00",10.8,4.212,21.89,"2016-02-19 02:15:30",-5.688,0.04485949,-0.2491165,-3.985567,-3.057826,200.7,3.00544,959.6497,2.596,964.556,946.6411,967.7523,1.733,1.79,3.743,2822.285,2801.551,2828.211,76.7
"2016-02-19 02:45:00",46,12.1,12.08,11.6,-5.518,80.8,20.89,3.937,28.34,"2016-02-19 02:42:45",12.74,4.161,20.34,"2016-02-19 02:32:45",-5.591,0.07102753,-0.2527269,-4.060013,-3.048806,198,3.111302,958.1572,2.683,963.3081,945.1137,966.0496,2.192,3.002,2.788,2819.707,2799.189,2825.849,76.76
"2016-02-19 03:00:00",47,12.1,12.08,12.03,-5.501,79.87,19.83,3.596,27.91,"2016-02-19 02:48:00",11.23,4.849,20.45,"2016-02-19 02:47:30",-5.56,0.04485949,-0.2418957,-3.360808,-2.575249,196.6,3.09177,958.595,2.763,964.3374,945.6553,965.7922,2.327,2.07,3.633,2819.619,2799.039,2824.673,76.78
"2016-02-19 03:15:00",48,12.1,12.09,12.46,-5.415,80,18.61,4.57,29.57,"2016-02-19 03:09:30",10.08,4.784,20.93,"2016-02-19 03:09:30",-5.492,0.03738291,-0.2852203,-6.457001,-5.132457,202.5,3.075953,958.9017,1.216,964.8263,945.8475,966.0311,1.192,1.395,1.035,2818.279,2802.843,2827.415,76.8
"2016-02-19 03:30:00",49,12.1,12.09,12.88,-5.48,79.66,19.82,4.307,28.98,"2016-02-19 03:29:30",10.17,4.022,19.65,"2016-02-19 03:28:00",-5.549,0.01495317,-0.2671684,-5.092043,-3.833558,200.4,3.024109,959.3763,2.171,965.0532,945.9614,967.1143,2.384,2.414,1.62,2809.479,2794.69,2831.063,76.8
"2016-02-19 03:45:00",50,12.1,12.09,13.27,-5.426,79.66,16.85,4.563,28.02,"2016-02-19 03:38:15",8.02,4.347,20.29,"2016-02-19 03:38:30",-5.512,0.003738291,-0.2455061,-4.360436,-3.549423,222.4,3.071152,959.43,1.387,964.6205,946.2596,967.41,0.932,1.362,1.745,2817.07,2801.554,2827.156,76.86
"2016-02-19 04:00:00",51,12.1,12.09,13.5,-5.45,79.29,17.01,4.164,30.1,"2016-02-19 03:52:30",8.61,2.951,20.07,"2016-02-19 03:46:45",-5.528,0.03738291,-0.2527269,-2.478777,-1.930309,207.2,3.029276,959.5215,1.256,965.8413,946.3589,966.3645,1.141,1.349,1.27,2821.249,2801.246,2826.55,76.95
"2016-02-19 04:15:00",52,12.1,12.09,13.33,-5.442,80.7,17.3,3.334,24.45,"2016-02-19 04:01:30",8.92,3.636,18.1,"2016-02-19 04:09:30",-5.533,0.01121487,-0.2274542,-3.812381,-3.021745,205.1,3.045664,960.8094,2.883,966.5609,948.4888,967.3787,2.349,3.303,2.917,2819.768,2798.596,2824.321,76.93
"2016-02-19 04:30:00",53,12.1,12.09,13.17,-5.469,80.5,16.93,2.718,24.45,"2016-02-19 04:22:15",8.09,3.64,17.83,"2016-02-19 04:22:15",-5.547,0.02242975,-0.310493,-6.284015,-5.033236,202.6,3.014475,959.6183,1.473,965.1555,946.3163,967.3834,1.656,1.611,1.082,2819.046,2799.449,2827.228,77.01
"2016-02-19 04:45:00",54,12.1,12.09,13.01,-5.512,82.4,15.32,4.019,22.53,"2016-02-19 04:41:00",7.611,3.831,17.99,"2016-02-19 04:39:15",-5.608,0,-0.2671684,-6.542081,-5.407571,212.7,3.063795,959.8135,1.419,965.2192,946.5409,967.6803,1.217,1.639,1.369,2820.263,2800.582,2829.296,77.04
"2016-02-19 05:00:00",55,12.1,12.09,12.83,-5.573,82.1,16.08,3.364,22.9,"2016-02-19 04:56:15",7.788,3.365,14.63,"2016-02-19 04:46:00",-5.646,0,-0.2563372,-7.779729,-6.341155,213.5,3.067418,959.535,1.9,964.6612,946.6779,967.2659,1.474,1.459,2.555,2821.503,2799.682,2825.011,77
"2016-02-19 05:15:00",56,12.1,12.09,12.66,-5.505,79.69,16.48,3.37,22.69,"2016-02-19 05:02:00",7.484,3.299,16.82,"2016-02-19 05:02:00",-5.574,0,-0.4440772,-12.37723,-9.962739,219.6,3.074427,959.8167,1.319,965.9199,946.8138,966.7162,1.387,1.514,1.001,2820.845,2799.629,2825.053,77.06
"2016-02-19 05:30:00",57,12.1,12.09,12.51,-5.519,77.89,14.36,3.857,22.15,"2016-02-19 05:17:15",6.987,2.995,15.75,"2016-02-19 05:17:15",-5.607,0,-0.3068826,-13.90127,-11.69912,211.6,3.060917,959.6013,0.804,965.7625,946.632,966.4091,0.93,0.9,0.513,2820.192,2800.349,2826.404,77.09
"2016-02-19 05:45:00",58,12.1,12.08,12.37,-5.51,78.13,15.78,4.387,25.35,"2016-02-19 05:40:30",6.923,2.904,12.98,"2016-02-19 05:42:15",-5.616,0,-0.4368564,-15.59094,-12.59211,208.3,3.012176,958.8713,2.132,964.7733,945.4447,966.3958,1.42,2.339,2.48,2819.803,2800.933,2827.727,77.08
"2016-02-19 06:00:00",59,12.1,12.09,12.23,-5.537,77.17,13.73,4.184,21.25,"2016-02-19 05:52:30",5.125,2.077,11.59,"2016-02-19 05:54:00",-5.642,0,-0.5198953,-17.43107,-14.61262,226.5,3.062462,959.7447,0.795,965.623,946.6771,966.9339,0.517,0.98,0.818,2819.342,2799.95,2825.696,77.01
"2016-02-19 06:15:00",60,12.1,12.09,12.11,-5.538,76.56,17.5,3.757,23.43,"2016-02-19 06:00:30",8.83,4.423,17.46,"2016-02-19 06:00:30",-5.654,0,-0.7112455,-36.30633,-28.84639,213.4,3.063776,959.5933,3.012,965.3521,946.9818,966.4459,3.105,3.555,2.222,2820.257,2800.239,2826.773,77.11
"2016-02-19 06:30:00",61,12.1,12.09,11.99,-5.659,75.17,15.16,3.435,21.89,"2016-02-19 06:26:30",5.678,2.902,13.57,"2016-02-19 06:28:00",-5.835,0,-0.9567516,-50.707,-41.62341,230,3.03328,959.9827,1.832,965.5966,946.7224,967.6292,2.024,1.648,1.804,2820.863,2800.092,2826.558,77.08
"2016-02-19 06:45:00",62,12.1,12.09,11.88,-5.714,75.1,16.44,3.621,25.09,"2016-02-19 06:34:45",6.593,3.537,14.9,"2016-02-19 06:35:00",-5.862,0,-1.169764,-59.41461,-47.88339,226.4,3.039387,959.4007,0.574,965.6248,945.828,966.7493,0.766,0.491,0.401,2820.677,2800.367,2826.758,77.14
"2016-02-19 07:00:00",63,12.1,12.08,11.77,-5.805,76.63,16.05,3.365,24.29,"2016-02-19 06:51:45",7.732,3.542,15.49,"2016-02-19 06:49:15",-5.956,0,-1.13005,-59.81605,-48.54186,223.5,3.053823,959.5768,1.373,964.8265,946.1901,967.7138,1.097,1.686,1.27,2820.495,2800.571,2826.757,77.17
"2016-02-19 07:15:00",64,12.1,12.08,11.68,-5.882,77.62,13.93,2.049,18.69,"2016-02-19 07:12:30",6.787,2.865,12.55,"2016-02-19 07:09:45",-6.049,0,-1.119219,-56.03738,-47.16629,228,3.0486,959.5671,0.897,965.4937,946.2211,966.9865,1.053,0.868,0.741,2820.048,2800.105,2827.114,77.14
"2016-02-19 07:30:00",65,12.1,12.08,11.57,-6.008,79.39,14.3,4.129,22.9,"2016-02-19 07:28:45",7.165,3.829,17.19,"2016-02-19 07:19:00",-6.167,0.06728924,-1.736594,-59.05213,-49.5476,251.5,3.046055,959.8101,1.244,966.1481,946.4956,966.7863,1.41,0.954,1.321,2818.592,2801.446,2828.077,77.19
"2016-02-19 07:45:00",66,12.1,12.08,11.47,-6.134,79.87,17.3,3.835,25.99,"2016-02-19 07:36:00",9.01,4.254,17.83,"2016-02-19 07:44:00",-6.277,3.513994,-4.473265,-60.45695,-48.01869,225.1,3.066379,959.1536,2.314,964.2059,945.6619,967.5933,3.008,1.866,1.881,2818.934,2798.238,2822.969,77.1
"2016-02-19 08:00:00",67,12.1,12.08,11.39,-6.178,80.3,18.12,3.48,24.07,"2016-02-19 07:45:30",10.11,4.024,17.41,"2016-02-19 07:52:00",-6.294,13.0728,-10.24627,-60.56666,-47.31963,219.7,3.061547,959.1573,2.776,966.622,945.9923,964.8577,2.106,2.669,3.401,2819.526,2798.276,2825.752,77.15
"2016-02-19 08:15:00",68,12.1,12.08,11.29,-6.069,80.4,18.71,3.086,24.02,"2016-02-19 08:06:45",13.06,5.029,20.66,"2016-02-19 08:05:00",-6.15,29.6596,-19.18197,-46.5405,-35.94975,212.1,3.087333,958.6243,2.438,965.6063,944.9406,965.3262,2.75,2.362,2.164,2820.936,2799.435,2826.563,77.19
"2016-02-19 08:30:00",69,12.1,12.08,11.21,-6.13,80.4,19.84,3.312,25.78,"2016-02-19 08:26:30",11.32,5.534,19.91,"2016-02-19 08:26:00",-6.212,42.56044,-27.65915,-51.84313,-39.37289,208,3.024655,958.7012,3.865,964.1049,946.0965,965.902,4.637,3.527,3.297,2818.964,2794.991,2821.175,77.13
"2016-02-19 08:45:00",70,12.1,12.08,11.2,-6.044,82.1,22.14,2.607,27.11,"2016-02-19 08:40:45",16.03,3.548,22.9,"2016-02-19 08:37:00",-6.119,54.14915,-33.03501,-46.65354,-34.21338,205.4,3.029417,960.8401,5.269,965.8079,948.1361,968.5766,6.065,5.047,4.586,2821.85,2806.616,2831.339,77.14
"2016-02-19 09:00:00",71,12.1,12.08,11.57,-6.138,81.4,23.14,2.773,28.13,"2016-02-19 08:49:15",16.74,3.775,22.31,"2016-02-19 08:50:45",-6.18,111.2889,-83.75729,-35.92756,-25.8021,204.7,3.049589,961.0994,6.049,966.442,948.393,968.4634,7.187,5.463,5.317,2817.87,2800.363,2826.261,77.15
"2016-02-19 09:15:00",72,12.1,12.08,11.98,-5.803,82.9,18.01,3.513,24.98,"2016-02-19 09:00:15",9.38,5.452,19.59,"2016-02-19 09:01:45",-5.763,230.9404,-195.5997,-20.39978,-15.9476,212.6,3.072612,960.8865,1.737,965.1434,947.7592,969.7568,1.838,1.245,2.03,2819.979,2800.238,2829.3,77.32
"2016-02-19 09:30:00",73,12.1,12.09,12.38,-5.841,87.2,13.4,2.471,18.53,"2016-02-19 09:19:15",8.31,3.03,13.78,"2016-02-19 09:15:30",-5.779,233.161,-165.1714,24.8481,21.52204,211.9,3.049168,960.1548,1.533,965.3065,946.4509,968.7073,1.81,1.192,1.535,2820.84,2800.528,2827.599,77.41
"2016-02-19 09:45:00",74,12.1,12.09,12.77,-5.972,86.1,7.915,2.138,12.77,"2016-02-19 09:30:45",6.074,1.866,10.47,"2016-02-19 09:36:45",-5.834,141.7373,-84.82235,29.69525,27.79555,205.3,3.051186,960.5894,0.593,966.3188,947.3539,968.0955,0.655,0.357,0.706,2819.362,2801.672,2831.358,77.44
"2016-02-19 10:00:00",75,12.1,12.08,13.16,-5.96,86.3,8.34,2.288,14.31,"2016-02-19 09:57:00",6.396,1.943,11.43,"2016-02-19 09:57:00",-5.902,111.5319,-65.4743,23.72189,22.17149,207.8,3.04435,960.3317,0.594,966.2707,946.968,967.7563,0.69,0.527,0.553,2820.579,2800.993,2827.576,77.46
"2016-02-19 10:15:00",76,12.1,12.09,13.45,-5.933,84.2,6.777,2.762,13.67,"2016-02-19 10:13:30",5.189,2.16,12.18,"2016-02-19 10:13:00",-5.818,116.2496,-67.19646,24.80224,23.69139,233.9,3.036525,960.4229,0.86,966.7134,947.2581,967.2971,0.685,1.032,0.826,2822.63,2802.484,2826.44,77.44
